종사자수_총소계,연간급여_합계,건물소유면적,건물임차면적,건물무상면적,건물합계면적,매출액,영업비용,인건비,임차료,기타영업비용,영업이익,사업체승수,종사자승수,매출액승수
2,18,,18,,18,140,91,18,26,47,49,16.66667,12.83562,8.2510735
3,26,,198,,198,257,208,27,11,170,49,128.63077,107.88387,91.2718601
4,26,,59,,59,195,146,27,15,104,49,20.91379,14.68212,10.4593916
5,60,,99,,99,170,121,60,10,51,49,24.39286,21.86022,16.8267901
2,,,26,,26,263,214,0,6,208,49,19.125,16.60959,14.0282207
5,80,,99,,99,362,313,83,18,212,49,2.96875,2.7268,2.7055286
5,116,,83,,83,912,863,139,44,680,49,4.14286,3.77612,2.8661052
4,16,,116,,116,264,215,16,19,180,49,18.72,16.86154,11.1746508
2,8,,231,,231,64,15,8,1,6,49,251.54545,229.92308,193.3515155
9,240,,196,,196,410,361,256,20,85,49,4.57143,3.96117,3.53162
10,158,,55,,55,706,657,175,65,417,49,2.22222,2.17373,2.1809863
4,84,79,79,,158,613,564,100,37,427,49,18.93103,16.24096,11.7687293
41,358,,1719,,1719,6087,6038,442,360,5236,49,1.09091,1.07788,1.278093
2,6,,50,,50,144,95,6,7,82,49,30.83908,23.98492,15.7252243
11,54,,149,,149,160,111,54,17,40,49,1.2,1.29825,1.6326729
51,640,,214,,214,2491,2442,671,357,1414,49,1,1,1
21,575,,12774,,12774,780,731,662,7,62,49,1.25,1.39167,1.2116484
2,,,39,,39,211,162,,23,139,49,178.91667,163.28302,134.9451747
3,40,,33,,33,180,131,42,12,77,49,56.725,49.55556,32.8377916
8,77,,132,,132,340,291,78,26,187,49,3.11111,2.72414,2.3821922
6,86,,99,,99,617,568,104,31,433,49,8.54167,8.67785,7.2898336
5,74,,42,,42,371,322,78,40,204,49,16.65,15.82114,14.7994269
4,37,,40,,40,333,284,44,29,211,49,27.68182,22.89091,23.1761675
26,271,,330,,330,1321,1272,320,142,810,49,1.07895,1.11617,1.0838982
6,96,,132,,132,714,665,103,31,531,49,25.54545,25.54962,18.1974383
8,78,,83,,83,692,643,80,14,549,49,5.19048,5.14394,4.3083932
20,244,,429,,429,1145,1096,289,142,665,49,1.05882,1.06383,1.0398937
6,44,198,,,198,180,131,47,,84,49,4.02564,3.5914,2.9450668
6,66,,181,,181,409,360,69,24,267,49,4.02564,3.5914,2.9450668
7,52,,63,,63,302,253,59,23,171,49,4.67742,4.67513,3.4421538
2,,,41,,41,72,23,,10,13,49,20.68085,17.89381,11.9099427
4,50,,330,,330,289,240,57,26,157,49,29.97368,19.69,10.0951459
8,131,50,,,50,566,517,177,0,340,49,5.45,4.93182,4.6751192
18,316,,1223,,1223,1711,1662,362,33,1267,49,24.54545,22.07317,20.565441
5,79,,66,,66,615,566,97,27,442,49,13.17391,13.28859,8.6332914
11,109,,50,,50,370,321,123,10,188,49,1.07692,1.06211,1.0434165
6,184,,,,,830,781,197,3,581,49,1,1,1
10,568,25174,,57874,83048,770,721,654,6,61,49,1,1,1
6,42,,224,,224,180,131,42,35,54,49,1.70833,1.68421,1.371179
7,57,,59,,59,248,199,58,18,123,49,4.60465,4.70635,5.4383131
4,24,,66,,66,143,94,24,15,55,49,5.09091,4.74194,4.8423913
4,36,,132,,132,356,307,36,56,215,49,190.17647,173.71795,63.3816943
3,45,,40,,40,280,231,47,31,153,49,32.52381,24.73292,15.5901172
12,154,,48,,48,1310,1261,196,59,1006,49,1.4,1.47619,1.3053216
16,145,,165,,165,753,704,171,60,473,49,11.07895,11.43788,10.5782991
6,68,,132,,132,315,266,76,19,171,49,2.83333,2.76316,2.3241284
2,,,66,,66,72,23,0,5,18,49,26.73333,23.78378,20.2302703
4,14,,33,,33,260,211,14,5,192,49,22.21053,20.75,17.7330275
3,48,,13,,13,140,91,48,14,29,49,21.30357,17.45185,13.1403696
4,14,,50,,50,253,204,15,15,174,49,26.82609,24.21359,20.4343468
2,12,,89,,89,100,51,12,5,34,49,30.48148,26.15517,10.4719695
1,,,33,,33,72,23,0,6,17,49,43.68571,38.28205,25.0736537
3,19,,115,,115,206,157,19,18,120,49,85.38462,77.54717,61.7403829
4,22,,83,,83,92,43,22,4,17,49,6.85185,6.33898,3.0182879
4,15,92,,,92,256,207,16,15,176,49,26.82609,24.21359,20.4343468
95,1451,,851,,851,8070,8021,1827,883,5311,49,1,1,1
196,388,4290,,,4290,5286,5237,448,557,4232,49,1,1,1
3,19,99,,,99,225,176,19,14,143,49,21.6,18.06542,15.0945234
3,12,,13,,13,142,93,12,8,73,49,64.39583,44.53846,20.7012661
3,20,,60,,60,313,264,21,18,225,49,17.06849,13.33908,8.5329549
6,96,,83,,83,545,496,113,34,349,49,3.57143,3.32609,2.548297
60,377,,455,,455,2389,2340,489,220,1631,49,1,1,1
15,171,396,,,396,1823,1773,209,14,1550,50,3.66667,3.82432,3.1552314
9,172,,132,,132,612,562,172,24,366,50,5.05882,4.88034,4.3944745
8,94,,178,,178,427,377,94,38,245,50,30,30.5,27.5697105
10,28,,129,,129,180,130,29,30,71,50,1.7619,1.73106,1.6749762
8,41,,198,,198,287,237,41,11,185,50,2.4,2.24138,2.0433161
5,79,,66,,66,425,375,85,44,246,50,4.45,4.36923,4.4185435
8,25,,73,,73,200,150,25,10,115,50,6.05882,5.87931,5.2430649
20,244,,108,,108,1146,1096,289,142,665,50,2.64815,2.2866,2.2754565
3,31,,49,,49,182,132,34,60,38,50,97.32468,77.2449,37.2703021
4,44,,132,,132,320,270,44,80,146,50,58.05195,49.35176,38.8958728
5,50,,86,,86,131,81,50,14,17,50,12,10.43478,8.3502964
7,100,,891,,891,406,356,100,50,206,50,3.33333,3.02273,1.5185888
21,156,,66,,66,720,670,156,30,484,50,3.78846,3.19694,3.2878759
3,17,,99,,99,218,168,17,26,125,50,144.34921,128.44776,103.270852
5,73,231,,,231,308,258,82,17,159,50,5.125,4.73333,6.3155781
29,114,,363,,363,259,209,114,55,40,50,1.28571,1.22624,1.1556277
6,94,,264,,264,548,498,105,29,364,50,81.17544,82.05882,69.8511546
6,85,323,,,323,302,252,88,0,164,50,1.5,1.59091,1.4599575
5,90,,99,,99,500,450,93,28,329,50,5.2,5.14935,3.7962427
5,79,,83,,83,220,170,80,5,85,50,4.57143,3.96117,3.53162
5,54,1320,,,1320,121,71,54,0,17,50,5.8,5.63953,4.5350751
14,40,,248,,248,186,136,45,6,85,50,1.625,1.66667,1.6541752
2,,,155,,155,96,46,0,6,40,50,17.06849,13.33908,8.5329549
2,9,,198,,198,208,158,9,17,132,50,89.23077,87.14815,45.5728306
5,78,,165,,165,337,287,82,40,165,50,4,4.01235,2.6072187
7,48,,171,,171,504,454,48,18,388,50,33.7,33.29508,19.4631159
3,30,,198,,198,264,214,33,13,168,50,308,287,216.6290323
10,115,,165,,165,463,413,125,37,251,50,1.33333,1.34842,1.370294
9,75,,66,,66,169,119,78,5,36,50,5.55556,4.98246,5.6821355
6,35,,,,,233,183,38,,145,50,10.44444,11.02,8.7598706
4,40,,40,,40,414,364,43,35,286,50,97.32468,77.2449,37.2703021
3,36,,80,,80,150,100,42,9,49,50,24.73529,20.38144,13.2197199
2,10,,66,,66,216,166,10,43,113,50,20.09524,15.875,8.8949364
4,40,726,,,726,119,69,40,,29,50,58.78125,54.65714,55.7782768
11,94,,212,,212,642,592,105,28,459,50,4.83333,4.80793,3.7670978
5,48,,119,,119,169,119,48,18,53,50,3.03125,2.88837,2.8498277
2,14,,660,,660,84,34,14,12,8,50,64.04762,63.35556,26.3273882
28,545,,482,,482,1956,1906,629,197,1080,50,1.14286,1.12565,1.1994481
3,32,,99,,99,254,204,32,70,102,50,167.25,144.45161,182.4635628
17,133,,132,,132,703,653,153,46,454,50,1.38462,1.30833,1.2555234
8,69,,330,,330,698,648,79,23,546,50,30.46154,30.09938,24.4426375
5,24,,330,,330,90,40,24,3,13,50,30.32,31.0137,26.8161438
8,36,,198,,198,281,231,36,30,165,50,4.14286,3.62766,3.0001787
7,38,,33,,33,217,167,39,12,116,50,9.03448,9.20455,7.7058386
21,256,,377,,377,1201,1151,304,149,698,50,1.14815,1.13237,1.1432839
8,95,,89,,89,660,610,116,33,461,50,6.13043,5.78912,4.5851494
3,30,,50,,50,240,190,32,24,134,50,5.57143,5.9375,5.3686806
2,,,158,,158,130,80,0,5,75,50,6,4.92208,3.7729586
7,66,,90,,90,500,450,66,12,372,50,6.27273,5.51351,6.0432579
10,62,,344,,344,460,410,71,22,317,50,2.41667,2.4507,2.2845154
5,41,,66,,66,190,140,41,17,82,50,1,1,1
4,58,,33,,33,149,99,60,10,29,50,32.52381,24.73292,15.5901172
4,46,,59,,59,196,146,49,18,79,50,30.83908,23.98492,15.7252243
11,130,,182,,182,250,200,131,32,37,50,2.77778,2.84259,2.754465
20,244,,102,,102,1146,1096,289,142,665,50,3.78846,3.19694,3.2878759
10,223,,330,,330,1235,1185,248,89,848,50,37.81818,36.58333,29.1067447
2,6,,165,,165,166,116,6,26,84,50,16.15385,13.52778,10.5806633
3,60,62,,,62,290,240,66,0,174,50,77.27273,74.62069,67.0204263
27,40,,83,,83,477,427,40,96,291,50,1.16667,1.15441,1.0803571
6,36,119,,,119,216,166,39,0,127,50,1.75,1.70833,2.6896192
3,24,,82,,82,308,258,24,24,210,50,12.88571,10.68421,6.5526919
5,39,,41,,41,184,134,41,5,88,50,3.66667,3.70248,3.9094617
2,,,89,,89,95,45,0,12,33,50,31.03636,29.55752,22.7548627
3,18,,90,,90,217,167,18,23,126,50,178.91667,163.28302,134.9451747
3,10,,99,,99,105,55,10,13,32,50,291.23684,278.21429,231.4733297
36,371,,300,,300,6296,6246,458,372,5416,50,2.625,2.38912,2.1969506
3,24,,50,,50,206,156,24,30,102,50,88.14943,73.12919,40.3573741
7,72,,337,,337,305,255,81,17,157,50,5.125,4.73333,6.3155781
13,143,198,,,198,612,562,164,62,336,50,1.16667,1.17143,1.0162997
2,24,,132,,132,264,214,28,12,174,50,31.03636,29.55752,22.7548627
18,109,,218,,218,585,535,121,29,385,50,1.42857,1.35589,1.3829473
5,28,,43,,43,215,165,28,7,130,50,3.625,3.5,3.9621831
4,35,,99,,99,401,351,37,27,287,50,88.14943,73.12919,40.3573741
2,,83,,,83,90,40,0,0,40,50,24.33333,20.35714,18.0572289
7,23,,165,,165,132,82,23,6,53,50,77.11864,74.42162,46.338742
4,20,,59,,59,258,208,21,19,168,50,27.68182,22.89091,23.1761675
6,60,,66,,66,480,430,60,18,352,50,2,1.95911,2.2992769
10,164,,330,,330,615,565,164,53,348,50,1.2,1.24848,1.3287194
4,60,,100,,100,171,121,66,10,45,50,128.63077,107.88387,91.2718601
20,157,,660,,660,548,498,170,27,301,50,2.33333,2.49606,2.7359038
11,40,,35,,35,240,190,40,18,132,50,1,1,1
2,7,528,,,528,67,17,7,0,10,50,42.40625,33.72308,8.0165457
7,80,,120,,120,350,300,80,20,200,50,29.26471,28.62381,24.4345744
6,245,,442,,442,5023,4973,301,286,4386,50,32.64286,28.62136,13.6707615
3,25,,82,,82,273,223,26,29,168,50,67,61.5443,52.8000359
43,490,,330,,330,2101,2051,581,226,1244,50,2.64815,2.2866,2.2754565
2,,,92,,92,120,70,0,8,62,50,20.68085,17.89381,11.9099427
5,144,,198,,198,833,783,155,47,581,50,63.5,71.33333,43.6017926
4,29,,132,,132,277,227,29,18,180,50,110.2,105.21622,83.0092201
14,89,,63,,63,589,539,105,52,382,50,2.16667,2.15068,1.7313855
22,185,,667,,667,763,713,210,36,467,50,2,1.90909,5.3014417
1,,264,,,264,68,18,0,0,18,50,2.91176,2.60714,2.3468517
1,,,24,,24,120,70,,4,66,50,24.25455,18.58915,8.2153951
13,164,,99,,99,809,759,183,47,529,50,1.02941,1.02582,1.0258094
3,44,,63,,63,431,381,52,22,307,50,12.66667,10.55435,6.8640277
11,44,,347,,347,181,131,44,20,67,50,1.8,1.69167,1.362771
11,90,,,,,386,336,96,16,224,50,1.57143,1.55556,1.1282571
20,244,,66,,66,1146,1096,289,142,665,50,1.07895,1.11617,1.0838982
4,27,,33,,33,264,214,27,23,164,50,21.30357,17.45185,13.1403696
2,,,66,,66,108,58,,12,46,50,70.8,63.5,89.4550409
3,11,,116,,116,226,176,11,16,149,50,48.33333,44.42742,33.6342586
4,28,,105,,105,330,280,30,18,232,50,150.44118,133.0989,105.145082
8,80,,33,,33,621,571,98,28,445,50,13.17391,13.28859,8.6332914
5,96,,43,,43,301,251,96,12,143,50,2,2.01852,1.8069069
7,170,231,,,231,490,440,173,,267,50,81.17544,82.05882,69.8511546
10,150,,165,,165,370,320,150,24,146,50,7.92308,7.91071,4.161237
4,24,,66,,66,250,200,24,44,132,50,12.66667,10.55435,6.8640277
4,24,,44,,44,121,71,24,4,43,50,30.93023,27.79167,25.0349277
3,16,,,,,176,126,17,13,96,50,16.61538,15.0625,10.6227642
5,36,,99,,99,260,210,36,12,162,50,3.58333,3.61765,4.6974072
2,20,660,,,660,90,40,20,0,20,50,2.91176,2.60714,2.3468517
14,162,,290,,290,800,750,181,47,522,50,1.02941,1.02582,1.0258094
8,73,,165,,165,240,190,73,79,38,50,9.5,8.98,7.6491433
4,47,,215,,215,299,249,47,66,136,50,79.13115,66.28182,44.1860983
5,100,198,,,198,917,867,120,35,712,50,5.2,5.14935,3.7962427
3,48,,231,,231,419,369,55,34,280,50,30.40426,23.2087,10.8808706
3,7,320,,,320,150,100,7,30,63,50,2.88889,2.59091,2.7800633
10,68,,99,,99,434,384,72,40,272,50,28.64,28.699,34.3062081
6,47,,116,,116,256,206,49,26,131,50,30.32,31.0137,26.8161438
19,156,,264,,264,811,761,186,61,514,50,7.58,7.31534,7.5550585
5,24,,,,,237,187,25,49,113,50,19.2,20.96429,34.0398671
10,134,,168,,168,711,661,155,46,460,50,1.38462,1.30833,1.2555234
1,0,,50,,50,100,50,0,15,35,50,26.82609,24.21359,20.4343468
7,66,,148,,148,350,300,69,25,206,50,1.84615,1.63934,1.8053444
3,36,,40,,40,180,130,36,21,73,50,42.6,41.41667,34.1023326
21,256,,165,,165,1203,1153,304,150,699,50,2.64815,2.2866,2.2754565
3,36,,66,,66,240,190,41,10,139,50,129.9322,117.03571,100.0865695
5,94,,148,,148,300,250,94,36,120,50,1.375,1.44681,1.3746631
10,156,,330,,330,372,322,156,36,130,50,2.2,2.43636,2.2649109
7,95,,116,,116,360,310,98,16,196,50,2,1.95911,2.2992769
12,148,,660,,660,768,718,179,83,456,50,2.29412,2.26396,2.5184336
10,167,,470,,470,378,328,177,56,95,50,1.8,1.69167,1.362771
7,146,,495,,495,844,794,157,47,590,50,46.91667,46.87919,35.732895
11,203,0,279,0,279,625,575,218,11,346,50,1,1,1
10,36,,131,,131,160,110,36,8,66,50,1.25,1.22917,1.0669643
6,110,,73,,73,224,174,110,12,52,50,8.38462,7.84884,7.732282
5,90,,,,,832,782,103,3,676,50,1,1,1
2,8,,42,,42,111,61,8,3,50,50,116.9875,102.84746,56.2174067
5,43,66,,,66,380,330,43,,287,50,3.58333,3.61765,4.6974072
5,76,1994,,,1994,493,443,83,66,294,50,15.33333,14.69811,9.483748
2,,,132,,132,72,22,0,4,18,50,22.375,21.26667,17.0460653
6,120,300,,,300,617,567,145,32,390,50,5.45,4.93182,4.6751192
12,36,,462,,462,371,321,36,32,253,50,2.2,2.43636,2.2649109
8,30,,90,,90,247,197,30,27,140,50,77.11864,74.42162,46.338742
5,60,,185,,185,263,213,60,24,129,50,1.5,1.51429,1.5835913
10,85,2149,,,2149,223,173,97,0,76,50,1.75,1.81818,1.8167382
8,68,,69,,69,414,363,68,24,271,51,4,3.765,2.9820993
17,393,,50,,50,2491,2440,510,230,1700,51,3.11538,3.00301,2.8925005
2,18,,83,,83,209,158,19,23,116,51,50.45161,40.19328,28.9746732
5,98,,92,,92,681,630,120,34,476,51,6.13043,5.78912,4.5851494
7,87,,264,,264,298,247,88,25,134,51,1,1,1
5,53,,132,,132,247,196,53,18,125,51,4.61538,4.90278,5.0262217
4,17,,155,,155,172,121,17,10,94,51,150.9,137.7551,121.728125
7,113,,330,,330,564,513,126,45,342,51,3,2.91045,3.2719141
8,60,,36,,36,180,129,64,16,49,51,5.125,4.73333,6.3155781
5,87,,63,,63,525,474,94,47,333,51,28.91429,28.18777,27.2105671
2,,,66,,66,299,248,,9,239,51,24.53846,25.0625,18.8402878
11,179,3300,,,3300,372,321,209,0,112,51,1,1,1
6,79,66,,,66,276,225,83,20,122,51,4.8,4.51376,4.1969741
8,134,,,4286,4286,292,241,138,0,103,51,1,1,1
2,,33,,,33,120,69,,,69,51,39.91667,40.06452,52.0650407
6,59,,19,,19,252,201,64,13,124,51,3.70833,3.875,3.6385747
3,8,100,,,100,94,43,8,,35,51,300,320.58333,539.709799
6,77,,151,,151,657,606,89,31,486,51,28.28571,29.47867,17.9893325
6,59,,73,,73,376,325,63,23,239,51,6.41176,6.10185,4.3586755
5,69,,149,,149,297,246,72,13,161,51,6.92308,6.64198,5.7951002
7,45,,99,,99,210,159,46,7,106,51,4.45,4.36923,4.4185435
4,49,,56,,56,270,219,51,20,148,51,24.73529,20.38144,13.2197199
9,107,,330,,330,319,268,107,18,143,51,7.52941,6.98261,5.9449208
9,204,,396,,396,500,449,204,150,95,51,29.26471,28.62381,24.4345744
4,58,,132,,132,564,513,69,19,425,51,12.88571,10.68421,6.5526919
3,111,,264,,264,810,759,140,10,609,51,5.09091,4.74194,4.8423913
4,58,99,,,99,562,511,69,19,423,51,12.88571,10.68421,6.5526919
5,35,303,,,303,258,207,35,0,172,51,10.90476,10.4403,7.2474753
10,144,,99,,99,576,525,149,177,199,51,1,1,1
3,29,,89,,89,333,282,31,18,233,51,150.44118,133.0989,105.145082
11,67,,148,,148,318,267,67,72,128,51,27.06897,25.94778,21.0427541
4,42,,42,,42,304,253,47,24,182,51,30.83908,23.98492,15.7252243
69,1939,,5755,,5755,7761,7710,2206,0,5504,51,1,1,1
7,62,,336,,336,395,344,74,32,238,51,9.68571,9.18376,5.5165149
2,0,,33,,33,169,118,,19,99,51,3.43243,2.95556,2.4092185
13,291,,732,,732,1637,1586,324,78,1184,51,31.89474,29.84706,19.9387375
26,239,,427,,427,1845,1794,276,48,1470,51,1.5,1.47537,1.2057606
3,111,,,882,882,811,760,140,10,610,51,44,49.11765,34.3443057
11,45,,10,,10,160,109,46,18,45,51,1.93333,1.83422,1.4907902
28,441,,150,,150,1533,1482,501,223,758,51,3.83721,3.24536,3.714122
11,142,,198,,198,564,513,150,39,324,51,3.58333,3.51592,3.713167
4,60,51,,,51,228,177,60,,117,51,3.43243,2.95556,2.4092185
9,76,,148,,148,318,267,76,8,183,51,2.4,2.16667,2.2285126
15,188,,,,,849,798,201,3,594,51,1,1,1
4,50,,59,,59,455,404,52,36,316,51,14.9375,12.58333,10.6748768
11,115,,198,,198,618,567,131,99,337,51,1.52632,1.46957,1.6011109
4,38,,76,,76,238,187,38,19,130,51,29.97368,19.69,10.0951459
3,13,,92,,92,174,123,13,14,96,51,42.98361,35.22881,23.8084023
4,29,,66,,66,204,153,29,48,76,51,37.42308,29.05556,17.0726904
8,82,,99,,99,635,584,100,28,456,51,13.17391,13.28859,8.6332914
5,38,,132,,132,268,217,40,32,145,51,7.13889,7.00858,5.4536563
4,34,,198,,198,251,200,36,10,154,51,17.66667,18.18182,13.5029895
13,312,,149,,149,840,789,312,40,437,51,1,1,1
4,30,113,,,113,178,127,30,0,97,51,2.33333,1.84211,1.8569322
3,260,,10,,10,2688,2637,304,123,2210,51,45,35.61111,6.8314483
6,80,,132,,132,344,293,84,41,168,51,33.44444,30.19672,22.3056935
118,3328,3640,,,3640,7367,7316,4058,86,3172,51,1,1,1
2,15,66,,,66,281,230,15,28,187,51,7.83333,7.46154,6.193109
5,88,,52,,52,315,264,90,14,160,51,2.51852,2.44785,2.4361129
7,47,,50,,50,360,309,57,12,240,51,7.58824,7.63462,5.1673086
5,62,,50,,50,284,233,64,19,150,51,2.1,2.13121,2.2601175
5,94,,132,,132,576,525,99,2,424,51,2.2,2.24138,1.5197439
2,,,480,,480,144,93,,13,80,51,19.125,16.60959,14.0282207
4,34,,132,,132,210,159,38,0,121,51,21.73171,19.1068,15.6531473
7,144,,515,,515,350,299,144,45,110,51,2.81818,2.9403,3.1113729
2,,,182,,182,334,283,,18,265,51,150.44118,133.0989,105.145082
11,118,,191,,191,493,442,138,56,248,51,5,4.69444,5.3486928
2,46,,36,,36,290,239,48,33,158,51,32.52381,24.73292,15.5901172
9,53,,224,,224,312,261,60,24,177,51,4.67742,4.67513,3.4421538
11,21,,,,,119,68,21,13,34,51,1,1,1
3,29,,59,,59,221,170,32,5,133,51,114,135.06667,86.462037
3,24,,36,,36,118,67,24,6,37,51,106.78571,108.02857,102.0343096
5,53,,231,,231,280,229,53,30,146,51,4.66667,4.74074,4.2390164
7,202,,231,,231,1339,1288,228,25,1035,51,18.25,18.04762,14.5846916
4,90,,125,,125,551,500,102,79,319,51,124.7625,100.585,79.2999584
7,134,,99,,99,312,260,134,20,106,52,6.92308,6.64198,5.7951002
2,,1200,,,1200,254,202,0,105,97,52,146.77273,130.23077,125.6852239
4,36,,63,,63,341,289,43,19,227,52,18.72,16.86154,11.1746508
6,77,,125,,125,280,228,77,36,115,52,4.46154,4.46429,4.159292
6,102,,99,,99,180,128,102,6,20,52,11.55556,10.35,10.3105085
60,1097,,561,,561,3916,3864,1258,330,2276,52,1,1,1
4,30,,56,,56,212,160,32,7,121,52,252.53333,228.9881,224.3465793
22,268,,148,,148,1256,1204,317,156,731,52,1.05882,1.06383,1.0398937
2,,,99,,99,207,155,,3,152,52,135.58824,154.05714,110.5180055
5,80,,99,,99,206,154,80,20,54,52,4.60465,4.70635,5.4383131
6,58,,135,,135,267,215,61,30,124,52,1.5,1.51429,1.5835913
9,107,,165,,165,463,411,110,35,266,52,9.94118,8.91845,6.4335015
2,,,43,,43,211,159,,13,146,52,31.03636,29.55752,22.7548627
5,52,,50,,50,264,212,55,17,140,52,2,2.01852,1.8069069
29,193,2310,,,2310,496,444,208,10,226,52,1,1,1
3,12,66,,,66,101,49,12,0,37,52,187.44,165.10059,110.2491642
8,155,,165,,165,900,848,187,66,595,52,28.91429,28.18777,27.2105671
4,12,1000,,,1000,144,92,12,9,71,52,15.625,16.38961,11.9713237
15,545,,274,,274,1831,1779,603,335,841,52,10.20833,9.52439,10.108537
2,,,99,,99,120,68,,12,56,52,71.16667,63.59184,61.4090716
2,8,,2370,,2370,140,88,8,55,25,52,27.78261,32.05128,23.2000883
5,30,,83,,83,188,136,30,6,100,52,1.5,1.59091,1.4599575
4,24,,92,,92,214,162,24,17,121,52,17.06849,13.33908,8.5329549
3,,,20,,20,138,86,0,12,74,52,18.4375,16.93333,9.7709373
6,110,,125,,125,390,338,110,30,198,52,26.23077,24.84337,19.9887842
3,119,,330,,330,870,818,135,21,662,52,73.6,58,43.4271047
3,32,,66,,66,368,316,33,29,254,52,251.54545,229.92308,193.3515155
2,20,,106,,106,188,136,20,25,91,52,1,1,1
6,110,,125,,125,219,167,111,12,44,52,28.5,32.09091,29.6011994
19,395,,363,,363,1236,1184,407,244,533,52,5.5,5.14599,4.6869474
10,246,,318,,318,854,802,246,30,526,52,3.53333,3.31658,2.2948407
3,30,,99,,99,291,239,30,19,190,52,140.83333,132,107.6781609
6,102,,130,,130,769,717,127,20,570,52,8.14815,8.22353,5.7841607
9,77,,330,,330,270,218,77,12,129,52,23.94444,20.28571,15.037043
5,43,,198,,198,360,308,43,42,223,52,30.78571,31.16667,11.4831898
2,57,,1980,,1980,464,412,64,147,201,52,27.78261,32.05128,23.2000883
6,82,,89,,89,440,388,88,45,255,52,4.45,4.36923,4.4185435
2,,,66,,66,268,216,,9,207,52,291.23684,278.21429,231.4733297
10,202,464,,,464,495,443,211,17,215,52,2.2,1.95313,1.7331137
88,1105,,1152,,1152,3946,3894,1266,333,2295,52,1,1,1
3,12,,66,,66,210,158,12,27,119,52,58.05195,49.35176,38.8958728
20,459,,264,,264,2892,2840,534,423,1883,52,3.94595,3.60105,3.7406611
1,,,20,,20,108,56,0,5,51,52,134.02151,111.08451,89.1162157
5,346,,21,,21,941,889,367,51,471,52,17.94118,16.77576,12.1740972
4,162,,168,,168,1383,1331,206,63,1062,52,116.9875,102.84746,56.2174067
5,45,,33,,33,269,217,47,10,160,52,3.58333,3.61765,4.6974072
9,122,,247,,247,342,290,122,66,102,52,4.75,4.35955,4.5172385
3,45,,46,,46,443,391,53,22,316,52,20.09524,15.875,8.8949364
3,67,,66,,66,472,420,77,41,302,52,62.02381,55.53982,39.0659737
29,461,,594,,594,2907,2855,537,425,1893,52,3.94595,3.60105,3.7406611
9,47,,66,,66,187,135,47,18,70,52,79.71429,75.22222,61.9216167
7,64,,105,,105,323,271,65,24,182,52,4.25,4.25275,2.9596999
6,115,,59,,59,730,678,122,64,492,52,23.39535,22.69259,20.0621759
4,28,,83,,83,279,227,29,24,174,52,21.30357,17.45185,13.1403696
28,455,,2156,,2156,2871,2819,530,420,1869,52,3.94595,3.60105,3.7406611
3,20,,92,,92,241,189,20,15,154,52,21.6,18.06542,15.0945234
9,111,,45,,45,3715,3663,139,16,3508,52,32.66667,32.18421,20.5022991
21,562,,586,,586,2140,2088,679,298,1111,52,2.5,2.50345,2.6322068
3,6,,99,,99,126,74,6,10,58,52,252.53333,228.9881,224.3465793
3,10,,80,,80,105,53,10,30,13,52,12.05882,9.72727,7.7676894
4,46,,30,,30,200,148,46,30,72,52,15.42105,15.85106,14.412844
7,150,,231,,231,515,463,155,28,280,52,8.38462,7.84884,7.732282
1,,,83,,83,82,30,0,12,18,52,18.72,16.86154,11.1746508
3,20,,42,,42,125,73,20,3,50,52,178.91667,163.28302,134.9451747
28,513,545,,,545,1800,1748,758,,990,52,1.55556,1.44061,1.8491029
52,750,206,,,206,3907,3855,995,8,2852,52,1,1,1
7,61,,99,,99,264,212,62,19,131,52,4.60465,4.70635,5.4383131
3,27,,92,,92,227,175,30,13,132,52,73.43243,68.2619,52.3294079
3,12,,43,,43,230,178,12,13,153,52,19.125,16.60959,14.0282207
6,56,,50,,50,286,234,63,26,145,52,80.64286,75.78261,66.6543444
2,,66,,,66,97,45,,,45,52,67.23077,71.96774,71.8197507
2,22,,59,,59,156,104,22,12,70,52,88.04,63.67257,52.8835801
2,,,50,,50,120,68,,18,50,52,21.30357,17.45185,13.1403696
4,30,,99,,99,260,208,32,20,156,52,22.10526,21.36585,16.0611621
13,21,,83,,83,125,73,21,10,42,52,7.58,7.31534,7.5550585
100,1527,,1225,,1225,8495,8443,1924,930,5589,52,1,1,1
7,63,,50,,50,288,236,65,19,152,52,2.1,2.13121,2.2601175
14,188,1320,,,1320,625,573,215,76,282,52,1,1,1
6,103,3000,,,3000,444,392,106,135,151,52,5.25,5.08,5.9548434
3,55,,99,,99,376,324,61,32,231,52,18.55263,16.88889,14.7294254
9,111,,513,,513,3716,3664,139,16,3509,52,16.77419,15.23762,11.5318336
13,140,,79,,79,560,508,148,36,324,52,1,1,1
2,13,82,,,82,120,68,13,0,55,52,79.13115,66.28182,44.1860983
9,107,,99,,99,462,410,110,35,265,52,9.94118,8.91845,6.4335015
5,57,,116,,116,240,188,57,24,107,52,80.4,74.73494,79.5669198
4,53,,356,,356,308,256,61,28,167,52,29.97368,19.69,10.0951459
5,72,,264,,264,318,266,79,46,141,52,8.23529,7.68398,6.265486
39,504,,330,,330,2162,2110,598,233,1279,52,2.64815,2.2866,2.2754565
10,45,,330,,330,236,184,45,21,118,52,6.33333,6.48649,4.4364508
2,,,99,,99,236,184,,16,168,52,149.42857,138.22222,65.3046267
7,35,,99,,99,234,182,36,28,118,52,6.4375,5.93204,6.1497338
2,,,27,,27,153,101,0,5,96,52,36.72308,31.04225,24.5178162
